filename,width,height,xmin,ymin,xmax,ymax
0_contrasted.png,1024,1448,555,1281,704,1298
0_denoise.png,1024,1448,369,85,533,125
0_denoise.png,1024,1448,200,134,732,160
0_denoise.png,1024,1448,639,239,771,259
0_denoise.png,1024,1448,639,257,891,277
0_denoise.png,1024,1448,637,277,803,297
0_denoise.png,1024,1448,641,297,749,315
0_denoise.png,1024,1448,379,391,535,435
0_denoise.png,1024,1448,33,465,75,485
0_denoise.png,1024,1448,64,516,173,537
0_denoise.png,1024,1448,180,516,254,540
0_denoise.png,1024,1448,313,517,363,537
0_denoise.png,1024,1448,389,517,459,537
0_denoise.png,1024,1448,529,515,579,535
0_denoise.png,1024,1448,721,515,841,535
0_denoise.png,1024,1448,863,513,933,533
0_denoise.png,1024,1448,53,575,131,595
0_denoise.png,1024,1448,297,575,389,595
0_denoise.png,1024,1448,577,573,609,591
0_denoise.png,1024,1448,647,577,729,593
0_denoise.png,1024,1448,749,577,805,593
0_denoise.png,1024,1448,839,575,925,593
0_denoise.png,1024,1448,34,610,139,626
0_denoise.png,1024,1448,159,610,361,626
0_denoise.png,1024,1448,666,609,739,627
0_denoise.png,1024,1448,869,609,933,627
0_denoise.png,1024,1448,35,626,137,643
0_denoise.png,1024,1448,159,626,351,643
0_denoise.png,1024,1448,681,627,739,642
0_denoise.png,1024,1448,883,627,935,645
0_denoise.png,1024,1448,129,1069,287,1089
0_denoise.png,1024,1448,737,1081,811,1101
0_denoise.png,1024,1448,870,1080,940,1104
0_denoise.png,1024,1448,181,1099,219,1117
0_denoise.png,1024,1448,157,1121,245,1141
0_denoise.png,1024,1448,737,1113,831,1133
0_denoise.png,1024,1448,882,1112,940,1136
0_denoise.png,1024,1448,177,1155,213,1173
0_denoise.png,1024,1448,263,1153,297,1171
0_denoise.png,1024,1448,736,1142,820,1166
0_denoise.png,1024,1448,867,1142,940,1166
0_denoise.png,1024,1448,23,1185,412,1211
0_denoise.png,1024,1448,25,1209,185,1229
0_denoise.png,1024,1448,347,1243,627,1263
0_denoise.png,1024,1448,127,1261,269,1281
0_denoise.png,1024,1448,278,1261,367,1281
0_denoise.png,1024,1448,381,1263,409,1279
0_denoise.png,1024,1448,415,1261,699,1281
0_denoise.png,1024,1448,707,1260,836,1281
0_denoise.png,1024,1448,161,1279,275,1297
0_denoise.png,1024,1448,301,1279,385,1299
0_denoise.png,1024,1448,407,1279,533,1299
0_denoise.png,1024,1448,713,1280,875,1299
0_denoise.png,1024,1448,593,609,607,626
0_denoise.png,1024,1448,593,627,608,643
0_denoise.png,1024,1448,78,638,78,639
0_denoise.png,1024,1448,555,1281,704,1298
0_median.png,1024,1448,369,85,533,125
0_median.png,1024,1448,200,134,732,160
0_median.png,1024,1448,639,239,771,259
0_median.png,1024,1448,639,257,891,277
0_median.png,1024,1448,637,277,803,297
0_median.png,1024,1448,641,297,749,315
0_median.png,1024,1448,379,391,535,435
0_median.png,1024,1448,33,465,75,485
0_median.png,1024,1448,64,516,173,537
0_median.png,1024,1448,180,516,254,540
0_median.png,1024,1448,313,517,363,537
0_median.png,1024,1448,389,517,459,537
0_median.png,1024,1448,529,515,579,535
0_median.png,1024,1448,721,515,841,535
0_median.png,1024,1448,863,513,933,533
0_median.png,1024,1448,53,575,131,595
0_median.png,1024,1448,297,575,389,595
0_median.png,1024,1448,577,573,609,591
0_median.png,1024,1448,647,577,729,593
0_median.png,1024,1448,749,577,805,593
0_median.png,1024,1448,839,575,925,593
0_median.png,1024,1448,34,610,139,626
0_median.png,1024,1448,159,610,361,626
0_median.png,1024,1448,666,609,739,627
0_median.png,1024,1448,869,609,933,627
0_median.png,1024,1448,35,626,137,643
0_median.png,1024,1448,159,626,351,643
0_median.png,1024,1448,681,627,739,642
0_median.png,1024,1448,883,627,935,645
0_median.png,1024,1448,129,1069,287,1089
0_median.png,1024,1448,737,1081,811,1101
0_median.png,1024,1448,870,1080,940,1104
0_median.png,1024,1448,181,1099,219,1117
0_median.png,1024,1448,157,1121,245,1141
0_median.png,1024,1448,737,1113,831,1133
0_median.png,1024,1448,882,1112,940,1136
0_median.png,1024,1448,177,1155,213,1173
0_median.png,1024,1448,263,1153,297,1171
0_median.png,1024,1448,736,1142,820,1166
0_median.png,1024,1448,867,1142,940,1166
0_median.png,1024,1448,23,1185,412,1211
0_median.png,1024,1448,25,1209,185,1229
0_median.png,1024,1448,347,1243,627,1263
0_median.png,1024,1448,127,1261,269,1281
0_median.png,1024,1448,278,1261,367,1281
0_median.png,1024,1448,381,1263,409,1279
0_median.png,1024,1448,415,1261,699,1281
0_median.png,1024,1448,707,1260,836,1281
0_median.png,1024,1448,161,1279,275,1297
0_median.png,1024,1448,301,1279,385,1299
0_median.png,1024,1448,407,1279,533,1299
0_median.png,1024,1448,713,1280,875,1299
0_median.png,1024,1448,593,609,607,626
0_median.png,1024,1448,593,627,608,643
0_median.png,1024,1448,78,638,78,639
0_median.png,1024,1448,555,1281,704,1298
1.png,1024,1448,374,76,736,108
1.png,1024,1448,442,112,671,142
1.png,1024,1448,386,144,476,170
1.png,1024,1448,492,144,723,170
1.png,1024,1448,138,204,218,232
1.png,1024,1448,239,200,557,237
1.png,1024,1448,676,213,844,240
1.png,1024,1448,136,260,366,284
1.png,1024,1448,678,296,930,322
1.png,1024,1448,138,312,244,338
1.png,1024,1448,135,338,492,366
1.png,1024,1448,137,362,202,389
1.png,1024,1448,180,438,396,464
1.png,1024,1448,412,438,836,466
1.png,1024,1448,180,526,410,554
1.png,1024,1448,856,528,968,554
1.png,1024,1448,180,556,344,586
1.png,1024,1448,870,556,966,582
1.png,1024,1448,178,584,340,610
1.png,1024,1448,856,584,966,612
1.png,1024,1448,126,660,906,692
1.png,1024,1448,124,694,354,724
1.png,1024,1448,178,1209,842,1236
1.png,1024,1448,228,1237,454,1260
1.png,1024,1448,468,1238,787,1263
1.png,1024,1448,104,1265,306,1287
1.png,1024,1448,738,1263,914,1287
1.png,1024,1448,198,1288,812,1316
1.png,1024,1448,294,1320,720,1342
1.png,1024,1448,313,1263,566,1287
1.png,1024,1448,575,1263,723,1287
10.png,1024,1448,52,58,280,108
10.png,1024,1448,122,174,264,200
10.png,1024,1448,279,174,411,199
10.png,1024,1448,555,177,669,197
10.png,1024,1448,554,214,896,231
10.png,1024,1448,554,232,918,251
10.png,1024,1448,555,251,661,269
10.png,1024,1448,673,250,735,270
10.png,1024,1448,553,270,691,287
10.png,1024,1448,557,293,738,310
10.png,1024,1448,699,322,940,348
10.png,1024,1448,34,346,141,375
10.png,1024,1448,177,351,247,371
10.png,1024,1448,79,403,185,423
10.png,1024,1448,354,402,462,426
10.png,1024,1448,596,400,634,424
10.png,1024,1448,679,401,713,421
10.png,1024,1448,813,399,891,419
10.png,1024,1448,267,433,415,453
10.png,1024,1448,420,431,548,451
10.png,1024,1448,27,459,93,479
10.png,1024,1448,234,456,520,480
10.png,1024,1448,591,457,629,477
10.png,1024,1448,673,455,731,475
10.png,1024,1448,819,453,879,473
10.png,1024,1448,236,478,424,502
10.png,1024,1448,55,505,169,525
10.png,1024,1448,234,501,518,528
10.png,1024,1448,523,507,555,523
10.png,1024,1448,591,503,629,523
10.png,1024,1448,671,503,731,523
10.png,1024,1448,819,501,877,521
10.png,1024,1448,46,1046,118,1070
10.png,1024,1448,143,1047,169,1067
10.png,1024,1448,205,1047,275,1067
10.png,1024,1448,619,1041,719,1061
10.png,1024,1448,800,1038,872,1063
10.png,1024,1448,609,1071,721,1091
10.png,1024,1448,800,1068,872,1092
10.png,1024,1448,613,1101,723,1121
10.png,1024,1448,800,1098,872,1122
10.png,1024,1448,26,1138,398,1164
10.png,1024,1448,500,1134,690,1160
10.png,1024,1448,34,1170,280,1194
10.png,1024,1448,500,1160,822,1184
10.png,1024,1448,16,1319,376,1339
10.png,1024,1448,651,1315,755,1335
10.png,1024,1448,767,1315,907,1335
10.png,1024,1448,97,1339,215,1357
10.png,1024,1448,221,1337,365,1357
10.png,1024,1448,371,1337,473,1357
10.png,1024,1448,479,1337,617,1355
10.png,1024,1448,624,1335,828,1353
10.png,1024,1448,356,1356,576,1377
10.png,1024,1448,388,1318,494,1338
10.png,1024,1448,498,1319,638,1335
100.png,1024,1430,398,116,762,166
100.png,1024,1430,205,166,964,232
100.png,1024,1430,27,245,99,261
100.png,1024,1430,201,244,345,262
100.png,1024,1430,392,244,513,262
100.png,1024,1430,649,245,731,261
100.png,1024,1430,819,245,983,261
100.png,1024,1430,25,261,73,275
100.png,1024,1430,81,261,145,275
100.png,1024,1430,201,261,375,275
100.png,1024,1430,395,261,537,275
100.png,1024,1430,651,261,791,277
100.png,1024,1430,817,261,939,277
100.png,1024,1430,27,275,71,291
100.png,1024,1430,79,275,179,291
100.png,1024,1430,200,274,247,294
100.png,1024,1430,393,277,631,291
100.png,1024,1430,651,276,798,291
100.png,1024,1430,819,277,913,291
100.png,1024,1430,27,291,77,305
100.png,1024,1430,199,290,321,306
100.png,1024,1430,395,291,535,307
100.png,1024,1430,649,291,741,307
100.png,1024,1430,817,291,961,307
100.png,1024,1430,25,307,79,321
100.png,1024,1430,87,305,171,321
100.png,1024,1430,199,307,367,323
100.png,1024,1430,393,307,623,323
100.png,1024,1430,649,307,739,321
100.png,1024,1430,817,307,971,321
100.png,1024,1430,25,321,77,337
100.png,1024,1430,85,321,175,337
100.png,1024,1430,199,321,337,337
100.png,1024,1430,393,321,441,337
100.png,1024,1430,649,321,745,337
100.png,1024,1430,817,321,877,337
100.png,1024,1430,38,346,184,378
100.png,1024,1430,270,352,592,376
100.png,1024,1430,699,375,803,395
100.png,1024,1430,37,414,150,433
100.png,1024,1430,355,417,389,433
100.png,1024,1430,413,415,567,433
100.png,1024,1430,37,435,151,453
100.png,1024,1430,696,434,802,455
100.png,1024,1430,34,455,205,477
100.png,1024,1430,655,455,844,475
100.png,1024,1430,52,524,116,552
100.png,1024,1430,148,524,208,552
100.png,1024,1430,246,526,328,552
100.png,1024,1430,428,525,541,554
100.png,1024,1430,640,529,708,554
100.png,1024,1430,736,528,794,553
100.png,1024,1430,861,534,946,553
100.png,1024,1430,233,561,285,575
100.png,1024,1430,359,559,616,575
100.png,1024,1430,673,559,711,575
100.png,1024,1430,759,561,795,575
100.png,1024,1430,359,575,417,591
100.png,1024,1430,60,1154,154,1178
100.png,1024,1430,261,1149,319,1169
100.png,1024,1430,386,1154,434,1178
100.png,1024,1430,549,1149,595,1167
100.png,1024,1430,601,1151,638,1167
100.png,1024,1430,670,1154,730,1178
100.png,1024,1430,347,1255,480,1273
100.png,1024,1430,49,1277,91,1293
100.png,1024,1430,99,1279,141,1293
100.png,1024,1430,147,1277,392,1294
100.png,1024,1430,841,1278,923,1298
100.png,1024,1430,49,1297,221,1315
100.png,1024,1430,227,1297,311,1313
100.png,1024,1430,13,1347,283,1367
100.png,1024,1430,291,1349,373,1367
100.png,1024,1430,381,1347,791,1367
100.png,1024,1430,799,1347,937,1367
100.png,1024,1430,28,1367,236,1389
100.png,1024,1430,243,1367,340,1387
100.png,1024,1430,349,1367,496,1387
100.png,1024,1430,505,1367,600,1387
100.png,1024,1430,609,1367,739,1387
100.png,1024,1430,812,530,855,554
100.png,1024,1430,827,559,847,573
100.png,1024,1430,900,558,947,574
100.png,1024,1430,744,1154,790,1180
100.png,1024,1430,881,1150,945,1169
100.png,1024,1430,137,1200,176,1217
100.png,1024,1430,52,1197,129,1219
100.png,1024,1430,39,1254,339,1272
100.png,1024,1430,750,1368,919,1388
100_contrasted.png,1024,1430,398,116,762,166
100_contrasted.png,1024,1430,205,166,964,232
100_contrasted.png,1024,1430,27,245,99,261
100_contrasted.png,1024,1430,201,244,345,262
100_contrasted.png,1024,1430,392,244,513,262
100_contrasted.png,1024,1430,649,245,731,261
100_contrasted.png,1024,1430,819,245,983,261
100_contrasted.png,1024,1430,25,261,73,275
100_contrasted.png,1024,1430,81,261,145,275
100_contrasted.png,1024,1430,201,261,375,275
100_contrasted.png,1024,1430,395,261,537,275
100_contrasted.png,1024,1430,651,261,791,277
100_contrasted.png,1024,1430,817,261,939,277
100_contrasted.png,1024,1430,27,275,71,291
100_contrasted.png,1024,1430,79,275,179,291
100_contrasted.png,1024,1430,200,274,247,294
100_contrasted.png,1024,1430,393,277,631,291
100_contrasted.png,1024,1430,651,276,798,291
100_contrasted.png,1024,1430,819,277,913,291
100_contrasted.png,1024,1430,27,291,77,305
100_contrasted.png,1024,1430,199,290,321,306
100_contrasted.png,1024,1430,395,291,535,307
100_contrasted.png,1024,1430,649,291,741,307
100_contrasted.png,1024,1430,817,291,961,307
100_contrasted.png,1024,1430,25,307,79,321
100_contrasted.png,1024,1430,87,305,171,321
100_contrasted.png,1024,1430,199,307,367,323
100_contrasted.png,1024,1430,393,307,623,323
100_contrasted.png,1024,1430,649,307,739,321
100_contrasted.png,1024,1430,817,307,971,321
100_contrasted.png,1024,1430,25,321,77,337
100_contrasted.png,1024,1430,85,321,175,337
100_contrasted.png,1024,1430,199,321,337,337
100_contrasted.png,1024,1430,393,321,441,337
100_contrasted.png,1024,1430,649,321,745,337
100_contrasted.png,1024,1430,817,321,877,337
100_contrasted.png,1024,1430,38,346,184,378
100_contrasted.png,1024,1430,270,352,592,376
100_contrasted.png,1024,1430,699,375,803,395
100_contrasted.png,1024,1430,37,414,150,433
100_contrasted.png,1024,1430,355,417,389,433
100_contrasted.png,1024,1430,413,415,567,433
100_contrasted.png,1024,1430,37,435,151,453
100_contrasted.png,1024,1430,696,434,802,455
100_contrasted.png,1024,1430,34,455,205,477
100_contrasted.png,1024,1430,655,455,844,475
100_contrasted.png,1024,1430,52,524,116,552
100_contrasted.png,1024,1430,148,524,208,552
100_contrasted.png,1024,1430,246,526,328,552
100_contrasted.png,1024,1430,428,525,541,554
100_contrasted.png,1024,1430,640,529,708,554
100_contrasted.png,1024,1430,736,528,794,553
100_contrasted.png,1024,1430,861,534,946,553
100_contrasted.png,1024,1430,233,561,285,575
100_contrasted.png,1024,1430,359,559,616,575
100_contrasted.png,1024,1430,673,559,711,575
100_contrasted.png,1024,1430,759,561,795,575
100_contrasted.png,1024,1430,359,575,417,591
100_contrasted.png,1024,1430,60,1154,154,1178
100_contrasted.png,1024,1430,261,1149,319,1169
100_contrasted.png,1024,1430,386,1154,434,1178
100_contrasted.png,1024,1430,549,1149,595,1167
100_contrasted.png,1024,1430,601,1151,638,1167
100_contrasted.png,1024,1430,670,1154,730,1178
100_contrasted.png,1024,1430,347,1255,480,1273
100_contrasted.png,1024,1430,49,1277,91,1293
100_contrasted.png,1024,1430,99,1279,141,1293
100_contrasted.png,1024,1430,147,1277,392,1294
100_contrasted.png,1024,1430,841,1278,923,1298
100_contrasted.png,1024,1430,49,1297,221,1315
100_contrasted.png,1024,1430,227,1297,311,1313
100_contrasted.png,1024,1430,13,1347,283,1367
100_contrasted.png,1024,1430,291,1349,373,1367
100_contrasted.png,1024,1430,381,1347,791,1367
100_contrasted.png,1024,1430,799,1347,937,1367
100_contrasted.png,1024,1430,28,1367,236,1389
100_contrasted.png,1024,1430,243,1367,340,1387
100_contrasted.png,1024,1430,349,1367,496,1387
100_contrasted.png,1024,1430,505,1367,600,1387
100_contrasted.png,1024,1430,609,1367,739,1387
100_contrasted.png,1024,1430,812,530,855,554
100_contrasted.png,1024,1430,827,559,847,573
100_contrasted.png,1024,1430,900,558,947,574
100_contrasted.png,1024,1430,744,1154,790,1180
100_contrasted.png,1024,1430,881,1150,945,1169
100_contrasted.png,1024,1430,137,1200,176,1217
100_contrasted.png,1024,1430,52,1197,129,1219
100_contrasted.png,1024,1430,39,1254,339,1272
100_contrasted.png,1024,1430,750,1368,919,1388
100_denoise.png,1024,1430,398,116,762,166
100_denoise.png,1024,1430,205,166,964,232
100_denoise.png,1024,1430,27,245,99,261
100_denoise.png,1024,1430,201,244,345,262
100_denoise.png,1024,1430,392,244,513,262
100_denoise.png,1024,1430,649,245,731,261
100_denoise.png,1024,1430,819,245,983,261
100_denoise.png,1024,1430,25,261,73,275
100_denoise.png,1024,1430,81,261,145,275
100_denoise.png,1024,1430,201,261,375,275
100_denoise.png,1024,1430,395,261,537,275
100_denoise.png,1024,1430,651,261,791,277
100_denoise.png,1024,1430,817,261,939,277
100_denoise.png,1024,1430,27,275,71,291
100_denoise.png,1024,1430,79,275,179,291
100_denoise.png,1024,1430,200,274,247,294
100_denoise.png,1024,1430,393,277,631,291
100_denoise.png,1024,1430,651,276,798,291
100_denoise.png,1024,1430,819,277,913,291
100_denoise.png,1024,1430,27,291,77,305
100_denoise.png,1024,1430,199,290,321,306
100_denoise.png,1024,1430,395,291,535,307
100_denoise.png,1024,1430,649,291,741,307
100_denoise.png,1024,1430,817,291,961,307
100_denoise.png,1024,1430,25,307,79,321
100_denoise.png,1024,1430,87,305,171,321
100_denoise.png,1024,1430,199,307,367,323
100_denoise.png,1024,1430,393,307,623,323
100_denoise.png,1024,1430,649,307,739,321
100_denoise.png,1024,1430,817,307,971,321
100_denoise.png,1024,1430,25,321,77,337
100_denoise.png,1024,1430,85,321,175,337
100_denoise.png,1024,1430,199,321,337,337
100_denoise.png,1024,1430,393,321,441,337
100_denoise.png,1024,1430,649,321,745,337
100_denoise.png,1024,1430,817,321,877,337
100_denoise.png,1024,1430,38,346,184,378
100_denoise.png,1024,1430,270,352,592,376
100_denoise.png,1024,1430,699,375,803,395
100_denoise.png,1024,1430,37,414,150,433
100_denoise.png,1024,1430,355,417,389,433
100_denoise.png,1024,1430,413,415,567,433
100_denoise.png,1024,1430,37,435,151,453
100_denoise.png,1024,1430,696,434,802,455
100_denoise.png,1024,1430,34,455,205,477
100_denoise.png,1024,1430,655,455,844,475
100_denoise.png,1024,1430,52,524,116,552
100_denoise.png,1024,1430,148,524,208,552
100_denoise.png,1024,1430,246,526,328,552
100_denoise.png,1024,1430,428,525,541,554
100_denoise.png,1024,1430,640,529,708,554
100_denoise.png,1024,1430,736,528,794,553
100_denoise.png,1024,1430,861,534,946,553
100_denoise.png,1024,1430,233,561,285,575
100_denoise.png,1024,1430,359,559,616,575
100_denoise.png,1024,1430,673,559,711,575
100_denoise.png,1024,1430,759,561,795,575
100_denoise.png,1024,1430,359,575,417,591
100_denoise.png,1024,1430,60,1154,154,1178
100_denoise.png,1024,1430,261,1149,319,1169
100_denoise.png,1024,1430,386,1154,434,1178
100_denoise.png,1024,1430,549,1149,595,1167
100_denoise.png,1024,1430,601,1151,638,1167
100_denoise.png,1024,1430,670,1154,730,1178
100_denoise.png,1024,1430,347,1255,480,1273
100_denoise.png,1024,1430,49,1277,91,1293
100_denoise.png,1024,1430,99,1279,141,1293
100_denoise.png,1024,1430,147,1277,392,1294
100_denoise.png,1024,1430,841,1278,923,1298
100_denoise.png,1024,1430,49,1297,221,1315
100_denoise.png,1024,1430,227,1297,311,1313
100_denoise.png,1024,1430,13,1347,283,1367
100_denoise.png,1024,1430,291,1349,373,1367
100_denoise.png,1024,1430,381,1347,791,1367
100_denoise.png,1024,1430,799,1347,937,1367
100_denoise.png,1024,1430,28,1367,236,1389
100_denoise.png,1024,1430,243,1367,340,1387
100_denoise.png,1024,1430,349,1367,496,1387
100_denoise.png,1024,1430,505,1367,600,1387
100_denoise.png,1024,1430,609,1367,739,1387
100_denoise.png,1024,1430,812,530,855,554
100_denoise.png,1024,1430,827,559,847,573
100_denoise.png,1024,1430,900,558,947,574
100_denoise.png,1024,1430,744,1154,790,1180
100_denoise.png,1024,1430,881,1150,945,1169
100_denoise.png,1024,1430,137,1200,176,1217
100_denoise.png,1024,1430,52,1197,129,1219
100_denoise.png,1024,1430,39,1254,339,1272
100_denoise.png,1024,1430,750,1368,919,1388
100_median.png,1024,1430,398,116,762,166
100_median.png,1024,1430,205,166,964,232
100_median.png,1024,1430,27,245,99,261
100_median.png,1024,1430,201,244,345,262
100_median.png,1024,1430,392,244,513,262
100_median.png,1024,1430,649,245,731,261
100_median.png,1024,1430,819,245,983,261
100_median.png,1024,1430,25,261,73,275
100_median.png,1024,1430,81,261,145,275
100_median.png,1024,1430,201,261,375,275
100_median.png,1024,1430,395,261,537,275
100_median.png,1024,1430,651,261,791,277
100_median.png,1024,1430,817,261,939,277
100_median.png,1024,1430,27,275,71,291
100_median.png,1024,1430,79,275,179,291
100_median.png,1024,1430,200,274,247,294
100_median.png,1024,1430,393,277,631,291
100_median.png,1024,1430,651,276,798,291
100_median.png,1024,1430,819,277,913,291
100_median.png,1024,1430,27,291,77,305
100_median.png,1024,1430,199,290,321,306
100_median.png,1024,1430,395,291,535,307
100_median.png,1024,1430,649,291,741,307
100_median.png,1024,1430,817,291,961,307
100_median.png,1024,1430,25,307,79,321
100_median.png,1024,1430,87,305,171,321
100_median.png,1024,1430,199,307,367,323
100_median.png,1024,1430,393,307,623,323
100_median.png,1024,1430,649,307,739,321
100_median.png,1024,1430,817,307,971,321
100_median.png,1024,1430,25,321,77,337
100_median.png,1024,1430,85,321,175,337
100_median.png,1024,1430,199,321,337,337
100_median.png,1024,1430,393,321,441,337
100_median.png,1024,1430,649,321,745,337
100_median.png,1024,1430,817,321,877,337
100_median.png,1024,1430,38,346,184,378
100_median.png,1024,1430,270,352,592,376
100_median.png,1024,1430,699,375,803,395
100_median.png,1024,1430,37,414,150,433
100_median.png,1024,1430,355,417,389,433
100_median.png,1024,1430,413,415,567,433
100_median.png,1024,1430,37,435,151,453
100_median.png,1024,1430,696,434,802,455
100_median.png,1024,1430,34,455,205,477
100_median.png,1024,1430,655,455,844,475
100_median.png,1024,1430,52,524,116,552
100_median.png,1024,1430,148,524,208,552
100_median.png,1024,1430,246,526,328,552
100_median.png,1024,1430,428,525,541,554
100_median.png,1024,1430,640,529,708,554
100_median.png,1024,1430,736,528,794,553
100_median.png,1024,1430,861,534,946,553
100_median.png,1024,1430,233,561,285,575
100_median.png,1024,1430,359,559,616,575
100_median.png,1024,1430,673,559,711,575
100_median.png,1024,1430,759,561,795,575
100_median.png,1024,1430,359,575,417,591
100_median.png,1024,1430,60,1154,154,1178
100_median.png,1024,1430,261,1149,319,1169
100_median.png,1024,1430,386,1154,434,1178
100_median.png,1024,1430,549,1149,595,1167
100_median.png,1024,1430,601,1151,638,1167
100_median.png,1024,1430,670,1154,730,1178
100_median.png,1024,1430,347,1255,480,1273
100_median.png,1024,1430,49,1277,91,1293
100_median.png,1024,1430,99,1279,141,1293
100_median.png,1024,1430,147,1277,392,1294
100_median.png,1024,1430,841,1278,923,1298
100_median.png,1024,1430,49,1297,221,1315
100_median.png,1024,1430,227,1297,311,1313
100_median.png,1024,1430,13,1347,283,1367
100_median.png,1024,1430,291,1349,373,1367
100_median.png,1024,1430,381,1347,791,1367
100_median.png,1024,1430,799,1347,937,1367
100_median.png,1024,1430,28,1367,236,1389
100_median.png,1024,1430,243,1367,340,1387
100_median.png,1024,1430,349,1367,496,1387
100_median.png,1024,1430,505,1367,600,1387
100_median.png,1024,1430,609,1367,739,1387
100_median.png,1024,1430,812,530,855,554
100_median.png,1024,1430,827,559,847,573
100_median.png,1024,1430,900,558,947,574
